gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
rubocop,lib/rubocop/cop/internal_affairs/method_name_equal.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/node_first_or_last_argument.rb,65854e6bbfe4,code formatting,15,15,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/node_type_predicate.rb,65854e6bbfe4,code formatting,12,12,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/numblock_handler.rb,65854e6bbfe4,code formatting,6,6,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/operator_keyword.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/processed_source_buffer_name.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_expect_offense_arguments.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_method_dispatch_node.rb,65854e6bbfe4,code formatting,10,10,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_source_range.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/empty_lines_around_block_body.rb,65854e6bbfe4,code formatting,5,5,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/empty_lines_around_module_body.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/leading_empty_lines.rb,65854e6bbfe4,code formatting,10,10,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_array_brace_layout.rb,65854e6bbfe4,code formatting,3,3,0,0,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_hash_brace_layout.rb,65854e6bbfe4,code formatting,3,3,0,0,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_method_definition_brace_layout.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_after_method_name.rb,65854e6bbfe4,code formatting,12,12,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_before_brackets.rb,65854e6bbfe4,code formatting,13,13,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_before_comma.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_before_comment.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_before_semicolon.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lazy_loader.rb,65854e6bbfe4,code formatting,9,9,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/ambiguous_assignment.rb,65854e6bbfe4,code formatting,10,10,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/big_decimal_new.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/data_define_override.rb,65854e6bbfe4,code formatting,14,14,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_case_condition.rb,65854e6bbfe4,code formatting,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_elsif_condition.rb,65854e6bbfe4,code formatting,10,10,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_hash_key.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_rescue_exception.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/each_with_object_argument.rb,65854e6bbfe4,code formatting,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/empty_ensure.rb,65854e6bbfe4,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/float_out_of_range.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/hash_compare_by_identity.rb,65854e6bbfe4,code formatting,3,3,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/hash_new_with_keyword_arguments_as_default.rb,65854e6bbfe4,code formatting,12,12,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/identity_comparison.rb,65854e6bbfe4,code formatting,16,16,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/lambda_without_literal_block.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/mixed_regexp_capture_types.rb,65854e6bbfe4,code formatting,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/multiple_comparison.rb,65854e6bbfe4,code formatting,12,12,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/numbered_parameter_assignment.rb,65854e6bbfe4,code formatting,8,8,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/or_assignment_to_constant.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/refinement_import_methods.rb,65854e6bbfe4,code formatting,11,11,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/regexp_as_condition.rb,65854e6bbfe4,code formatting,16,16,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/require_range_parentheses.rb,65854e6bbfe4,code formatting,9,9,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/return_in_void_context.rb,65854e6bbfe4,code formatting,14,14,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/safe_navigation_with_empty.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/shared_mutable_default.rb,65854e6bbfe4,code formatting,5,5,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/struct_new_override.rb,65854e6bbfe4,code formatting,18,18,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/to_json.rb,65854e6bbfe4,code formatting,16,16,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/unified_integer.rb,65854e6bbfe4,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/uri_escape_unescape.rb,65854e6bbfe4,code formatting,19,19,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/uri_regexp.rb,65854e6bbfe4,code formatting,13,13,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/useless_defined.rb,65854e6bbfe4,code formatting,6,6,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/useless_else_without_rescue.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/metrics/abc_size.rb,65854e6bbfe4,code formatting,6,6,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/array_syntax.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/auto_corrector.rb,65854e6bbfe4,code formatting,3,3,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/dig_help.rb,65854e6bbfe4,code formatting,3,3,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/empty_parameter.rb,65854e6bbfe4,code formatting,7,7,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/gemspec_help.rb,65854e6bbfe4,code formatting,5,5,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/integer_node.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/negative_conditional.rb,65854e6bbfe4,code formatting,12,12,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/on_normal_if_unless.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/parentheses.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/safe_assignment.rb,65854e6bbfe4,code formatting,3,3,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/symbol_help.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/naming/block_parameter_name.rb,65854e6bbfe4,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/naming/class_and_module_camel_case.rb,65854e6bbfe4,code formatting,9,9,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/naming/method_parameter_name.rb,65854e6bbfe4,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/security/eval.rb,65854e6bbfe4,code formatting,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/security/io_methods.rb,65854e6bbfe4,code formatting,10,10,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/security/json_load.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/security/marshal_load.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/security/yaml_load.rb,65854e6bbfe4,code formatting,7,7,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/array_intersect_with_single_element.rb,65854e6bbfe4,code formatting,17,17,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/array_join.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/begin_block.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/colon_method_definition.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/double_cop_disable_directive.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/empty_heredoc.rb,65854e6bbfe4,code formatting,17,17,0,100,1.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/end_block.rb,65854e6bbfe4,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/env_home.rb,65854e6bbfe4,code formatting,12,12,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/if_unless_modifier_of_if_unless.rb,65854e6bbfe4,code formatting,8,8,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/implicit_runtime_error.rb,65854e6bbfe4,code formatting,5,5,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/inline_comment.rb,65854e6bbfe4,code formatting,8,8,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/it_assignment.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/mixin_usage.rb,65854e6bbfe4,code formatting,7,7,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/multiline_block_chain.rb,65854e6bbfe4,code formatting,15,15,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/negated_while.rb,65854e6bbfe4,code formatting,7,7,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/numbered_parameters.rb,65854e6bbfe4,code formatting,7,7,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/proc.rb,65854e6bbfe4,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/redundant_array_flatten.rb,65854e6bbfe4,code formatting,8,8,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/redundant_regexp_constructor.rb,65854e6bbfe4,code formatting,10,10,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/reverse_find.rb,65854e6bbfe4,code formatting,9,9,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/send.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/string_chars.rb,65854e6bbfe4,code formatting,9,9,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/string_hash_keys.rb,65854e6bbfe4,code formatting,14,14,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/string_methods.rb,65854e6bbfe4,code formatting,9,9,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/strip.rb,65854e6bbfe4,code formatting,10,10,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/super_with_args_parentheses.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/symbol_literal.rb,65854e6bbfe4,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_body_on_class.rb,65854e6bbfe4,code formatting,12,12,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_body_on_method_definition.rb,65854e6bbfe4,code formatting,13,13,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_body_on_module.rb,65854e6bbfe4,code formatting,12,12,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_comma_in_array_literal.rb,65854e6bbfe4,code formatting,5,5,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_comma_in_hash_literal.rb,65854e6bbfe4,code formatting,3,3,0,0,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/when_then.rb,65854e6bbfe4,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/core_ext/string.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/ext/range.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/auto_gen_config_formatter.rb,65854e6bbfe4,code formatting,8,8,0,100,0.0,4,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/file_list_formatter.rb,65854e6bbfe4,code formatting,5,5,0,100,0.0,1,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/quiet_formatter.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/text_util.rb,65854e6bbfe4,code formatting,9,9,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/lsp/logger.rb,65854e6bbfe4,code formatting,3,3,100,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/lsp/severity.rb,65854e6bbfe4,code formatting,8,8,100,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/platform.rb,65854e6bbfe4,code formatting,3,3,100,0,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/client_command/restart.rb,65854e6bbfe4,code formatting,4,4,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/client_command/status.rb,65854e6bbfe4,code formatting,7,7,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/client_command/stop.rb,65854e6bbfe4,code formatting,10,10,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/helper.rb,65854e6bbfe4,code formatting,15,15,100,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/server_command/exec.rb,65854e6bbfe4,code formatting,12,12,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/server/server_command/stop.rb,65854e6bbfe4,code formatting,3,3,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/util.rb,65854e6bbfe4,code formatting,9,9,100,0,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop-performance.rb,c07064ddee3f,code formatting,3,3,0,0,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/mixin/sort_block.rb,c07064ddee3f,code formatting,3,3,0,100,0.67,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/big_decimal_with_numeric_argument.rb,c07064ddee3f,code formatting,25,25,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/concurrent_monotonic_time.rb,c07064ddee3f,code formatting,11,11,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/delete_prefix.rb,c07064ddee3f,code formatting,18,18,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/delete_suffix.rb,c07064ddee3f,code formatting,18,18,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/end_with.rb,c07064ddee3f,code formatting,14,14,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/method_object_as_block.rb,c07064ddee3f,code formatting,3,3,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/open_struct.rb,c07064ddee3f,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/range_include.rb,c07064ddee3f,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/size.rb,c07064ddee3f,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/start_with.rb,c07064ddee3f,code formatting,14,14,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/string_bytesize.rb,c07064ddee3f,code formatting,9,9,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/uri_default_parser.rb,c07064ddee3f,code formatting,10,10,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/performance/version.rb,c07064ddee3f,code formatting,3,3,100,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/mixin/class_send_node_helper.rb,2ccba590ec47,code formatting,11,11,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/mixin/migrations_helper.rb,2ccba590ec47,code formatting,5,5,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/mixin/routes_helper.rb,2ccba590ec47,code formatting,3,3,0,100,0.33,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/action_controller_test_case.rb,2ccba590ec47,code formatting,7,7,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/active_record_aliases.rb,2ccba590ec47,code formatting,14,14,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/active_support_aliases.rb,2ccba590ec47,code formatting,14,14,0,100,0.25,1,100.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/application_job.rb,2ccba590ec47,code formatting,5,5,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/arel_star.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/attribute_default_block_value.rb,2ccba590ec47,code formatting,13,13,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/belongs_to.rb,2ccba590ec47,code formatting,14,14,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/delegate_allow_blank.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/env.rb,2ccba590ec47,code formatting,10,10,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/has_and_belongs_to_many.rb,2ccba590ec47,code formatting,5,5,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/i18n_locale_assignment.rb,2ccba590ec47,code formatting,5,5,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/i18n_locale_texts.rb,2ccba590ec47,code formatting,17,17,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/ignored_columns_assignment.rb,2ccba590ec47,code formatting,5,5,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/index_by.rb,2ccba590ec47,code formatting,3,3,0,0,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/index_with.rb,2ccba590ec47,code formatting,3,3,0,0,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/inquiry.rb,2ccba590ec47,code formatting,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/negate_include.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/redundant_travel_back.rb,2ccba590ec47,code formatting,11,11,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/render_inline.rb,2ccba590ec47,code formatting,3,3,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/require_dependency.rb,2ccba590ec47,code formatting,3,3,0,0,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/reversible_migration_method_definition.rb,2ccba590ec47,code formatting,5,5,0,0,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/safe_navigation_with_blank.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/scope_args.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/short_i18n.rb,2ccba590ec47,code formatting,13,13,0,100,0.5,1,0.0,1,4,1,1.0,menos de 3 formas distintas
